,SAMPN,hhincome,AutoxAdults,HHSIZ,Weight2,PERNO
606,4039760,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,32.05814,18
607,4039837,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),4,331.16038,30
608,4039847,"5 More than $100,000",Autos = Adults (18 yrs or older),2,94.18299999999999,12
609,4039878,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,83.74101999999999,4
610,4039933,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,99.63234,9
611,4039970,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),3,176.34593,20
612,4040169,na,Autos = Adults (18 yrs or older),1,269.04024,4
613,4040236,"5 More than $100,000",Autos = Adults (18 yrs or older),3,216.88517000000002,21
614,4040287,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),5,257.620005,45
615,4040380,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,64.055125,18
616,4040466,"5 More than $100,000",Autos > Adults (18 yrs or older),2,37.86184,8
617,4040491,"5 More than $100,000",Autos < Adults (18 yrs or older),5,487.05945,16
618,4040601,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,126.63318999999998,14
619,4040617,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,85.4549,12
620,4040622,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,100.55424000000001,8
621,4040663,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),2,111.677575,11
622,4040769,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,306.12293,3
623,4040810,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,84.32075,8
624,4040866,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),5,273.92436499999997,37
625,4040873,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,101.20013,2
626,4040920,na,Autos = Adults (18 yrs or older),1,108.27975,3
627,4040924,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),3,717.80418,5
628,4040947,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,280.21103,2
629,4040983,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),3,525.3031,15
630,4040999,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,56.63644,10
631,4041030,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),3,163.08494,14
632,4041041,"5 More than $100,000",Autos > Adults (18 yrs or older),3,433.28761,6
633,4041068,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,229.45971,20
634,4041115,"1 Less than $20,000",0,1,269.04024,1
635,4041127,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,48.104105,11
636,4041134,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),5,693.3618,24
637,4041138,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,227.846925,24
638,4041165,"5 More than $100,000",Autos < Adults (18 yrs or older),2,55.93713,22
639,4041196,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,48.290525,15
640,4041228,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,74.59825500000001,16
641,4041268,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,56.63644,7
642,4041285,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),3,159.23016,12
643,4041323,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,306.12293,4
644,4041371,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,93.049175,10
645,4041392,"5 More than $100,000",Autos > Adults (18 yrs or older),3,164.66001,25
646,4041401,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,214.84434,2
647,4041523,"2 $20,000 - $34,999",0,1,145.458475,9
648,4041564,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,92.46248,7
649,4041623,"5 More than $100,000",Autos < Adults (18 yrs or older),3,242.54972,8
650,4041752,"5 More than $100,000",Autos > Adults (18 yrs or older),1,61.48814,5
651,4041821,na,Autos = Adults (18 yrs or older),1,74.59825500000001,13
652,4041873,"5 More than $100,000",Autos < Adults (18 yrs or older),5,242.5434,29
653,4041887,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,93.049175,4
654,4041917,na,Autos < Adults (18 yrs or older),4,219.26137000000003,48
655,4041918,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,32.422779999999996,10
656,4041944,na,Autos = Adults (18 yrs or older),1,67.054215,17
657,4041956,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,94.34137,7
658,4041970,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,584.95628,12
659,4041975,na,Autos = Adults (18 yrs or older),1,176.581055,8
660,4041989,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,71.687895,5
661,4042100,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,175.1105,6
662,4042159,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),2,162.38321000000002,17
663,4042256,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,83.86851,3
664,4042337,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,76.46882,19
665,4042366,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,2174.30845,2
666,4042371,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,121.26331,6
667,4042437,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,2619.27916,8
668,4042494,"1 Less than $20,000",Autos < Adults (18 yrs or older),2,146.3584,17
669,4042521,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,81.44063,5
670,4042647,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,40.720315,7
671,4042659,"5 More than $100,000",Autos > Adults (18 yrs or older),1,28.784875,14
672,4042732,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,153.061465,11
673,4042764,"5 More than $100,000",Autos = Adults (18 yrs or older),2,88.97348000000001,6
674,4042780,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,91.00275500000001,5
675,4042833,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,61.95995500000001,9
676,4042858,"5 More than $100,000",Autos < Adults (18 yrs or older),4,285.85571,11
677,4042861,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,54.139875,6
678,4042926,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),4,219.0742,26
679,4042927,"5 More than $100,000",Autos = Adults (18 yrs or older),3,142.703205,46
680,4043031,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),4,241.20329500000003,14
681,4043036,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,94.93640500000001,4
682,4043053,"5 More than $100,000",Autos > Adults (18 yrs or older),2,71.144475,14
683,4043108,"5 More than $100,000",Autos > Adults (18 yrs or older),2,37.86184,24
684,4043158,"5 More than $100,000",Autos > Adults (18 yrs or older),3,134.3812,25
685,4043161,"1 Less than $20,000",0,1,94.93640500000001,6
686,4043194,"5 More than $100,000",Autos > Adults (18 yrs or older),2,71.144475,7
687,4043206,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,32.422779999999996,13
688,4043459,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,1110.21775,6
689,4043492,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,831.274475,13
690,4043526,"5 More than $100,000",Autos < Adults (18 yrs or older),2,378.34109,3
691,4043531,na,Autos > Adults (18 yrs or older),1,889.75444,6
692,4043594,"5 More than $100,000",Autos = Adults (18 yrs or older),1,52.289609999999996,4
693,4043625,na,0,1,1964.8418100000001,8
694,4043674,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),3,254.03800499999997,16
695,4043766,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,98.31679,6
696,4043851,"5 More than $100,000",Autos > Adults (18 yrs or older),2,25.90259,10
697,4043920,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,662.900795,18
698,4043985,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,58.72231,22
699,4044026,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,74.87376,10
700,4044120,na,Autos > Adults (18 yrs or older),1,119.94635,3
701,4044147,"5 More than $100,000",Autos < Adults (18 yrs or older),3,112.944115,26
702,4044217,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,69.99132,18
703,4044305,na,Autos = Adults (18 yrs or older),1,1079.2006,6
704,4044315,na,Autos > Adults (18 yrs or older),4,282.000575,25
705,4044318,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,883.9208800000001,8
706,4044334,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,102.792175,14
707,4103535,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,139.98264,5
708,4103768,"5 More than $100,000",Autos = Adults (18 yrs or older),2,62.55008,7
709,4103783,"5 More than $100,000",Autos > Adults (18 yrs or older),2,380.65187000000003,13
710,4103844,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,44.190465,6
711,4104036,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,919.87581,20
712,4105257,na,Autos = Adults (18 yrs or older),3,217.97168,13
713,4105269,"4 $60,000 -  $99,999",0,1,107.96951999999999,2
714,4105706,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,71.687895,6
715,4105797,"5 More than $100,000",Autos = Adults (18 yrs or older),2,119.58606,4
716,4105836,"5 More than $100,000",Autos = Adults (18 yrs or older),3,264.77518,22
717,4105878,"5 More than $100,000",Autos = Adults (18 yrs or older),2,94.18299999999999,15
718,4105918,"5 More than $100,000",Autos = Adults (18 yrs or older),2,57.63299,6
719,4105936,"5 More than $100,000",Autos < Adults (18 yrs or older),3,128.7952,14
720,4105960,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),3,224.09737,2
721,4105983,"2 $20,000 - $34,999",Autos > Adults (18 yrs or older),1,194.85956000000002,3
722,4105993,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,356.6716,2
723,4106086,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),5,777.46573,28
724,4106096,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,297.78878,8
725,4106217,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,32.69587,12
726,4106500,"5 More than $100,000",Autos > Adults (18 yrs or older),3,108.98584,31
727,4106509,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,566.7794200000001,14
728,4106705,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,92.530365,29
729,4106718,"5 More than $100,000",Autos < Adults (18 yrs or older),2,380.65187000000003,10
730,4106725,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),2,90.4066,14
731,4106913,"1 Less than $20,000",Autos = Adults (18 yrs or older),2,94.38595,25
732,4107032,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),3,1059.83904,9
733,4107480,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,382.74577,8
734,4107544,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),1,182.00551000000002,6
735,4107673,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),4,566.7794200000001,8
736,4107951,"5 More than $100,000",Autos = Adults (18 yrs or older),2,4388.37835,5
737,4108084,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),6,632.1047599999999,66
738,4108127,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,143.37579,6
739,4108139,"1 Less than $20,000",0,1,339.87347,2
740,4108287,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,263.60625,10
741,4108367,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),3,1192.4746,8
742,4108450,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,34.340315000000004,13
743,4108468,"5 More than $100,000",Autos < Adults (18 yrs or older),3,120.16105,9
744,4108489,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),5,12240.150529999999,16
745,4108559,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,55.227895,19
746,4109114,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,403.10981,4
747,4109358,na,Autos = Adults (18 yrs or older),3,329.32002,6
748,4109448,"1 Less than $20,000",0,1,297.78878,2
749,4109517,"1 Less than $20,000",0,1,253.93452000000002,2
750,4109556,"5 More than $100,000",Autos < Adults (18 yrs or older),2,761.3037400000001,9
751,4109588,"2 $20,000 - $34,999",Autos > Adults (18 yrs or older),1,306.12293,7
752,4109630,"5 More than $100,000",Autos = Adults (18 yrs or older),4,103.26026,69
753,4109646,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,148.09122,21
754,4109652,"2 $20,000 - $34,999",0,1,180.939805,2
755,4109661,"5 More than $100,000",Autos = Adults (18 yrs or older),3,329.32002,14
756,4109670,"1 Less than $20,000",0,1,148.89439,6
757,4109770,"1 Less than $20,000",Autos = Adults (18 yrs or older),4,942.79117,45
758,4109851,"5 More than $100,000",Autos = Adults (18 yrs or older),3,121.27486,23
759,4109901,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,196.99767,3
760,4109912,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,41.870509999999996,10
761,4110215,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),5,425.79220999999995,26
762,4110257,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,300.00465,11
763,4110272,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),3,159.432545,27
764,4110314,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,1471.20668,3
765,4110441,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,231.79551,9
766,4110456,"5 More than $100,000",Autos > Adults (18 yrs or older),3,216.643805,18
767,4110689,"5 More than $100,000",Autos = Adults (18 yrs or older),1,86.09094,6
768,4110731,"5 More than $100,000",Autos = Adults (18 yrs or older),2,56.01764,5
769,4110760,"5 More than $100,000",Autos = Adults (18 yrs or older),2,1150.16527,8
770,4110943,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,40.720315,4
771,4111017,na,Autos = Adults (18 yrs or older),2,185.06073,6
772,4111287,"5 More than $100,000",Autos = Adults (18 yrs or older),1,30.74407,11
773,4111459,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,194.23653000000002,2
774,4111548,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),3,159.23016,20
775,4111727,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,92.530365,25
776,4111831,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,261.97556000000003,14
777,4111832,"5 More than $100,000",Autos = Adults (18 yrs or older),3,285.40641,14
778,4111928,"5 More than $100,000",Autos > Adults (18 yrs or older),4,12653.02533,22
779,4111970,"5 More than $100,000",Autos < Adults (18 yrs or older),5,325.29937,12
780,4112082,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,306.12293,5
781,4112197,"5 More than $100,000",Autos = Adults (18 yrs or older),2,87.0972,4
782,4112297,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),3,253.26637999999997,20
783,4112873,"5 More than $100,000",Autos = Adults (18 yrs or older),1,35.09605,8
784,4112977,"5 More than $100,000",Autos = Adults (18 yrs or older),5,597.7756099999999,18
785,4113473,"5 More than $100,000",Autos > Adults (18 yrs or older),2,70.49215,6
786,4113492,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,64.84555999999999,4
787,4113656,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,225.56283,3
788,4113756,"1 Less than $20,000",0,5,705.79043,19
789,4113954,"5 More than $100,000",Autos = Adults (18 yrs or older),4,497.00705,13
790,4114242,"5 More than $100,000",Autos = Adults (18 yrs or older),2,97.60508,9
791,4114307,"5 More than $100,000",Autos > Adults (18 yrs or older),4,196.572725,29
792,4114321,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,116.86697,15
793,4114422,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,74.59825500000001,7
794,4114555,"5 More than $100,000",Autos = Adults (18 yrs or older),1,70.61971,13
795,4115006,"5 More than $100,000",Autos = Adults (18 yrs or older),2,28.816495,10
796,4115009,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,36.31773,4
797,4115358,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,185.06073,4
798,4115362,"5 More than $100,000",Autos = Adults (18 yrs or older),3,247.6577,15
799,4115376,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,112.781415,9
800,4115414,na,Autos = Adults (18 yrs or older),2,68.68063000000001,10
801,4115436,"5 More than $100,000",Autos = Adults (18 yrs or older),2,367.9787,5
802,4115491,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,426.79675,5
803,4115510,"5 More than $100,000",Autos > Adults (18 yrs or older),2,1047.72891,12
804,4115546,"5 More than $100,000",Autos > Adults (18 yrs or older),2,10.184385,22
805,4115554,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,107.96951999999999,4
806,4115557,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,134.3747,7
807,4115615,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,136.77243,14
808,4115619,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,219.63862999999998,4
809,4115683,"1 Less than $20,000",Autos < Adults (18 yrs or older),2,333.23416000000003,10
810,4115689,"5 More than $100,000",Autos > Adults (18 yrs or older),5,146.765815,76
811,4115692,"2 $20,000 - $34,999",0,1,170.355075,3
812,4115732,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,297.38672,5
813,4115766,"5 More than $100,000",Autos = Adults (18 yrs or older),2,68.33986999999999,17
814,4115785,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),3,191.372885,23
815,4115897,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,34.069155,16
816,4115910,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,292.47814,22
817,4115957,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,103.32086,12
818,4115962,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,106.28658,8
819,4115985,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),5,1087.03418,16
820,4116000,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,61.95995500000001,19
821,4116007,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,219.26137000000003,17
822,4116125,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),5,511.18197999999995,8
823,4116129,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,68.68063000000001,8
824,4116169,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,245.54427,13
825,4116177,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),4,1265.2249800000002,11
826,4116190,"4 $60,000 -  $99,999",0,2,74.87376,4
827,4116204,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,32.422779999999996,6
828,4116228,"5 More than $100,000",Autos < Adults (18 yrs or older),3,84.10175500000001,41
829,4116310,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),3,1192.4746,11
830,4116319,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,158.37018,2
831,4116339,"5 More than $100,000",Autos < Adults (18 yrs or older),3,285.40641,16
832,4116351,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),3,191.372885,19
833,4116361,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),5,900.0056300000001,11
834,4116381,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,59.31035,4
835,4116388,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,134.52012,3
836,4116418,"5 More than $100,000",Autos = Adults (18 yrs or older),2,111.87426,6
837,4116481,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,72.65900500000001,18
838,4116512,"5 More than $100,000",Autos = Adults (18 yrs or older),4,256.22123999999997,4
839,4116524,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,133.079385,13
840,4116578,na,Autos > Adults (18 yrs or older),2,56.45568000000001,8
841,4116656,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,92.32231999999999,12
842,4116704,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,134.3747,5
843,4116710,"5 More than $100,000",Autos > Adults (18 yrs or older),5,128.2798,16
844,4116721,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,101.20013,4
845,4116728,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,200.19359,4
846,4116757,"5 More than $100,000",Autos = Adults (18 yrs or older),1,26.144804999999998,10
847,4116800,na,Autos = Adults (18 yrs or older),2,49.81617,6
848,4116813,"5 More than $100,000",Autos = Adults (18 yrs or older),3,396.1589,22
849,4116835,"5 More than $100,000",Autos > Adults (18 yrs or older),2,28.816495,20
850,4116880,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,229.45971,5
851,4116910,"5 More than $100,000",Autos = Adults (18 yrs or older),1,33.97702,7
852,4116917,na,Autos = Adults (18 yrs or older),2,101.19204,22
853,4116964,"5 More than $100,000",Autos = Adults (18 yrs or older),2,189.170545,16
854,4116993,"5 More than $100,000",Autos = Adults (18 yrs or older),2,20.36877,4
855,4117028,"3 $35,000 - $59,999",0,1,113.58658999999999,2
856,4117036,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,182.00551000000002,4
857,4117048,"2 $20,000 - $34,999",Autos > Adults (18 yrs or older),2,331.6966,6
858,4117060,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,126.96726000000001,10
859,4117094,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,285.26752999999997,2
860,4117117,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,134.10843,2
861,4117130,"5 More than $100,000",Autos = Adults (18 yrs or older),3,198.07945,14
862,4117131,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),5,425.89225999999996,27
863,4117146,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),3,124.7366,12
864,4117158,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,66.743625,12
865,4117179,"5 More than $100,000",Autos < Adults (18 yrs or older),2,68.33986999999999,13
866,4117219,"2 $20,000 - $34,999",0,1,346.00655,3
867,4117306,na,Autos = Adults (18 yrs or older),1,92.32231999999999,5
868,4117325,"1 Less than $20,000",0,1,94.93640500000001,8
869,4117352,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,71.54486999999999,2
870,4117359,"5 More than $100,000",Autos < Adults (18 yrs or older),3,142.703205,16
871,4117381,"5 More than $100,000",Autos = Adults (18 yrs or older),2,54.35281,20
872,4117431,na,Autos > Adults (18 yrs or older),1,134.10843,4
873,4117448,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,117.44462,12
874,4117450,"5 More than $100,000",Autos = Adults (18 yrs or older),6,391.59857,46
875,4117469,na,Autos = Adults (18 yrs or older),1,89.94931,6
876,4117598,na,Autos = Adults (18 yrs or older),2,37.72022,19
877,4117622,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),3,343.17966,12
878,4117623,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,72.63546,8
879,4117640,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,263.60625,4
880,4117650,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,297.78878,4
881,4117680,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,72.04895,15
882,4117713,"5 More than $100,000",Autos = Adults (18 yrs or older),2,1403.87615,2
883,4117736,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,1325.80159,19
884,4117737,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),7,1087.03418,16
885,4117853,na,Autos > Adults (18 yrs or older),1,40.720315,8
886,4117855,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,180.939805,5
887,4118063,"5 More than $100,000",Autos = Adults (18 yrs or older),2,28.574675,17
888,4118100,"5 More than $100,000",Autos = Adults (18 yrs or older),3,70.77928,27
889,4118162,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,186.09835,2
890,4118200,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,51.810984999999995,30
891,4118208,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,255.45091000000002,22
892,4118251,"5 More than $100,000",Autos = Adults (18 yrs or older),6,239.05657000000002,27
893,4118283,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,68.13831,17
894,4118291,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,83.81981,14
895,4118323,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,297.38672,10
896,4118342,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,57.79215500000001,18
897,4118377,"5 More than $100,000",Autos = Adults (18 yrs or older),2,1766.5373600000003,10
898,4118382,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,70.268375,11
899,4118412,"5 More than $100,000",Autos = Adults (18 yrs or older),2,88.75215,4
900,4118432,"5 More than $100,000",Autos = Adults (18 yrs or older),4,91.40963,69
901,4118466,na,Autos = Adults (18 yrs or older),1,437.22117000000003,5
902,4118476,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),3,422.24258,9
903,4118489,"2 $20,000 - $34,999",0,2,145.364235,11
904,4118499,"5 More than $100,000",Autos > Adults (18 yrs or older),2,75.72368,9
905,4118564,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,433.298,10
906,4118597,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,216.649,35
907,4118669,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),3,417.43037999999996,10
908,4118729,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,74.59825500000001,9
909,4118835,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,51.03935,5
910,4118884,"5 More than $100,000",Autos = Adults (18 yrs or older),3,268.7624,12
911,4118896,na,Autos > Adults (18 yrs or older),3,124.7366,14
912,4118899,"3 $35,000 - $59,999",0,1,196.99767,2
913,4118955,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,78.61755500000001,6
914,4119103,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,112.92804,2
915,4119113,"2 $20,000 - $34,999",Autos > Adults (18 yrs or older),3,971.36503,6
916,4119119,"5 More than $100,000",Autos = Adults (18 yrs or older),4,196.572725,38
917,4119145,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,108.74781999999999,5
918,4119149,"5 More than $100,000",Autos = Adults (18 yrs or older),4,215.385065,29
919,4119150,"5 More than $100,000",Autos = Adults (18 yrs or older),5,391.59857,13
920,4119161,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,115.58431000000002,7
921,4119169,"5 More than $100,000",Autos = Adults (18 yrs or older),2,43.5486,33
922,4119190,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,248.29252999999997,36
923,4119220,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,43.40245,8
924,4119268,na,Autos = Adults (18 yrs or older),1,139.98264,3
925,4119293,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,60.631655,2
926,4119326,"5 More than $100,000",Autos > Adults (18 yrs or older),4,215.385065,42
927,4119360,na,Autos = Adults (18 yrs or older),1,98.00358,4
928,4119375,"5 More than $100,000",Autos > Adults (18 yrs or older),3,108.98584,25
929,4119420,"5 More than $100,000",Autos = Adults (18 yrs or older),5,253.626825,47
