,SAMPN,hhincome,AutoxAdults,HHSIZ,Weight2,PERNO
10234,5021020,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,18.848689999999998,14
10235,5021026,"5 More than $100,000",Autos < Adults (18 yrs or older),4,72.90164,15
10236,5021061,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),5,117.88123999999999,14
10237,5021063,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,17.819375,8
10238,5021070,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),3,32.667975,49
10239,5021073,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,53.7397,11
10240,5021079,"5 More than $100,000",Autos = Adults (18 yrs or older),2,20.6227,7
10241,5021110,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,151.377715,10
10242,5021112,"5 More than $100,000",Autos = Adults (18 yrs or older),2,18.024079999999998,17
10243,5021148,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),7,58.940619999999996,4
10244,5021248,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),2,75.30184,4
10245,5021328,"2 $20,000 - $34,999",Autos > Adults (18 yrs or older),1,37.614284999999995,8
10246,5021402,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,18.830389999999998,3
10247,5021438,"1 Less than $20,000",0,1,604.764635,7
10248,5021487,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),2,26.86985,12
10249,5021492,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,75.22856999999999,2
10250,5021540,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,59.94229,9
10251,5021608,"1 Less than $20,000",Autos > Adults (18 yrs or older),2,44.96141,8
10252,5021695,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,9.424344999999999,15
10253,5021775,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),4,129.24096,1
10254,5021805,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),3,82.42872,16
10255,5021843,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,9.415194999999999,12
10256,5021849,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,25.45855,6
10257,5021861,na,Autos > Adults (18 yrs or older),2,241.2362,11
10258,5021961,"5 More than $100,000",Autos = Adults (18 yrs or older),4,27.34093,20
10259,5022014,na,0,1,75.22856999999999,4
10260,5022160,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,62.996790000000004,3
10261,5022191,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),3,123.65596000000001,8
10262,5022257,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,31.498395000000002,5
10263,5022267,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,53.7397,16
10264,5022272,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,62.996790000000004,3
10265,5022290,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,342.462365,9
10266,5022353,na,Autos = Adults (18 yrs or older),1,62.996790000000004,5
10267,5022403,na,Autos = Adults (18 yrs or older),2,30.40172,15
10268,5022405,"5 More than $100,000",Autos = Adults (18 yrs or older),2,9.012039999999999,19
10269,5022478,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,35.67341,9
10270,5022479,"5 More than $100,000",Autos = Adults (18 yrs or older),2,12.014785,19
10271,5022481,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,12.564465,33
10272,5022496,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,14.922025,10
10273,5022534,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,62.996790000000004,7
10274,5022556,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),5,58.940619999999996,61
10275,5022582,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,42.599990000000005,12
10276,5022598,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,29.84405,4
10277,5022602,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),2,86.15861,3
10278,5022611,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),2,25.45855,6
10279,5022634,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,35.63875,7
10280,5022682,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,21.299995000000003,15
10281,5022705,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),3,44.123995,32
10282,5022764,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,31.498395000000002,9
10283,5022768,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,30.00805,9
10284,5022775,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,62.996790000000004,4
10285,5022801,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),4,45.519709999999996,46
10286,5022820,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,21.299995000000003,10
10287,5022831,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,18.830389999999998,4
10288,5022847,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,43.552675,24
10289,5022911,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,13.45144,16
10290,5022923,na,Autos = Adults (18 yrs or older),4,68.28675,18
10291,5022936,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,18.830389999999998,5
10292,5022953,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,31.498395000000002,8
10293,5022995,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,6.72572,24
10294,5023000,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,37.614284999999995,9
10295,5023049,na,Autos < Adults (18 yrs or older),2,12.729275,7
10296,5023104,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,75.22856999999999,3
10297,5023172,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,30.00805,7
10298,5023177,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,9.415194999999999,17
10299,5023260,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,31.498395000000002,11
10300,5023312,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),4,363.70921,12
10301,5023361,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,9.415194999999999,14
10302,5023362,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),5,223.10449,46
10303,5023397,na,Autos > Adults (18 yrs or older),3,77.995755,13
10304,5023503,"1 Less than $20,000",Autos > Adults (18 yrs or older),1,31.498395000000002,4
10305,5023524,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,62.996790000000004,3
10306,5023611,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),4,91.03941999999999,20
10307,5023643,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),2,28.397025,11
10308,5023691,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,29.84405,6
10309,5023701,"1 Less than $20,000",0,1,75.22856999999999,2
10310,5023780,"1 Less than $20,000",0,2,89.92282,4
10311,5023876,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,25.45855,2
10312,5023918,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,42.599990000000005,7
10313,5023920,"5 More than $100,000",Autos > Adults (18 yrs or older),2,24.02957,5
10314,5024003,"1 Less than $20,000",Autos < Adults (18 yrs or older),2,53.7397,12
10315,5024045,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,75.22856999999999,8
10316,5024104,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,29.84405,8
10317,5024108,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,21.56624,16
10318,5024135,na,Autos > Adults (18 yrs or older),2,15.004025,9
10319,5024167,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,14.922025,14
10320,5024200,"1 Less than $20,000",Autos = Adults (18 yrs or older),3,261.02147,12
10321,5024316,"2 $20,000 - $34,999",Autos > Adults (18 yrs or older),1,37.614284999999995,15
10322,5024392,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,75.22856999999999,5
10323,5024426,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,86.15861,8
10324,5024457,"1 Less than $20,000",Autos < Adults (18 yrs or older),2,53.7397,10
10325,5024483,na,Autos < Adults (18 yrs or older),2,24.370955,10
10326,5024582,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,29.84405,8
10327,5024588,"2 $20,000 - $34,999",0,1,37.614284999999995,11
10328,5024645,"5 More than $100,000",Autos < Adults (18 yrs or older),3,69.75131999999999,9
10329,5024664,"1 Less than $20,000",Autos = Adults (18 yrs or older),2,86.15861,10
10330,5024706,"5 More than $100,000",Autos > Adults (18 yrs or older),5,94.39568,40
10331,5024885,"5 More than $100,000",Autos = Adults (18 yrs or older),1,12.62707,2
10332,5024917,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,102.88755,4
10333,5024938,"1 Less than $20,000",Autos < Adults (18 yrs or older),8,176.62239499999998,42
10334,5024952,"2 $20,000 - $34,999",0,2,53.7397,12
10335,5025084,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,31.498395000000002,10
10336,5025166,"1 Less than $20,000",Autos = Adults (18 yrs or older),2,102.88755,4
10337,5025222,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,35.63875,2
10338,5025256,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),3,164.85744,10
10339,5025399,"5 More than $100,000",Autos > Adults (18 yrs or older),2,24.02957,10
10340,5025407,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,35.63875,12
10341,5025436,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,482.4724,4
10342,5025565,"2 $20,000 - $34,999",0,2,89.92282,4
10343,5025632,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),5,83.67294,16
10344,5026152,"1 Less than $20,000",Autos > Adults (18 yrs or older),1,37.614284999999995,7
10345,5026231,"1 Less than $20,000",0,1,75.22856999999999,5
10346,5026242,na,Autos = Adults (18 yrs or older),1,29.84405,4
10347,5026270,na,Autos = Adults (18 yrs or older),4,172.30316000000002,12
10348,5026362,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,31.498395000000002,8
10349,5026370,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,35.63875,2
10350,5026398,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),4,86.15158000000001,34
10351,5026426,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),3,164.85744,13
10352,5026444,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,43.552675,16
10353,5026502,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,53.7397,4
10354,5026550,"1 Less than $20,000",Autos = Adults (18 yrs or older),6,470.9439,7
10355,5026603,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),5,470.9439,4
10356,5026609,"5 More than $100,000",Autos > Adults (18 yrs or older),2,24.02957,10
10357,5026660,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,12.564465,17
10358,5026662,"1 Less than $20,000",0,1,37.614284999999995,2
10359,5026675,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,29.84405,2
10360,5026703,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,35.63875,2
10361,5026790,na,Autos > Adults (18 yrs or older),2,22.50851,13
10362,5026791,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,47.55959,6
10363,5026806,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),5,117.88123999999999,12
10364,5026852,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),3,261.02147,15
10365,5026897,"1 Less than $20,000",Autos < Adults (18 yrs or older),2,64.17399,6
10366,5027031,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,13.45144,8
10367,5027086,na,Autos = Adults (18 yrs or older),1,31.498395000000002,4
10368,5027104,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,18.830389999999998,12
10369,5027148,"5 More than $100,000",Autos = Adults (18 yrs or older),2,24.02957,7
10370,5027151,"1 Less than $20,000",Autos < Adults (18 yrs or older),2,26.86985,2
10371,5027171,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,302.75543,2
10372,5027193,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,48.74191,10
10373,5027258,na,Autos = Adults (18 yrs or older),1,62.996790000000004,4
10374,5027289,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,18.830389999999998,2
10375,5027311,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,17.819375,12
10376,5027322,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),2,25.45855,26
10377,5027444,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,62.996790000000004,4
10378,5027475,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,31.498395000000002,11
10379,5027546,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),1,17.819375,12
10380,5027569,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,31.498395000000002,9
10381,5027775,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,40.81671,20
10382,5027842,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,18.830389999999998,2
10383,5027886,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,14.922025,2
10384,5027922,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,87.10535,14
10385,5027993,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,22.50851,5
10386,5028137,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),4,86.15158000000001,47
10387,5028202,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,68.28675,14
10388,5028225,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,65.33595,12
10389,5028242,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,28.397025,15
10390,5028284,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),4,34.143375,31
10391,5028437,"1 Less than $20,000",0,1,75.22856999999999,2
10392,5028460,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,30.40172,12
10393,5028473,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),2,56.79405,7
10394,5028525,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,42.599990000000005,15
10395,5028637,"1 Less than $20,000",0,1,75.22856999999999,5
10396,5028652,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,62.996790000000004,5
10397,5028744,"5 More than $100,000",Autos = Adults (18 yrs or older),4,72.90164,13
10398,5028854,"5 More than $100,000",Autos > Adults (18 yrs or older),2,18.024079999999998,13
10399,5028945,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,32.667975,27
10400,5028995,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,56.79405,10
10401,5029006,na,Autos = Adults (18 yrs or older),2,21.56624,4
10402,5029045,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),3,36.47122,19
10403,5029141,"5 More than $100,000",Autos < Adults (18 yrs or older),4,72.90164,18
10404,5029173,"5 More than $100,000",Autos > Adults (18 yrs or older),2,20.6227,9
10405,5029222,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,50.196005,21
10406,5029263,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),5,88.4202,12
10407,5029351,na,Autos < Adults (18 yrs or older),4,64.62048,30
10408,5029475,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,14.922025,8
10409,5029477,"5 More than $100,000",Autos = Adults (18 yrs or older),2,24.02957,10
10410,5029508,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),3,87.10535,20
10411,5029562,"5 More than $100,000",Autos = Adults (18 yrs or older),2,12.014785,11
10412,5029764,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,15.76861,4
10413,5029918,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),4,172.30316000000002,12
10414,5029952,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,27.3563,10
10415,5030076,na,Autos = Adults (18 yrs or older),2,56.79405,2
10416,5032635,"5 More than $100,000",Autos = Adults (18 yrs or older),2,10.771560000000001,14
10417,5032636,"1 Less than $20,000",Autos < Adults (18 yrs or older),2,32.086995,18
10418,5032646,"1 Less than $20,000",Autos = Adults (18 yrs or older),2,53.7397,14
10419,5032667,"5 More than $100,000",Autos = Adults (18 yrs or older),2,18.024079999999998,2
10420,5032699,na,Autos = Adults (18 yrs or older),2,30.00805,10
10421,5032777,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,91.03941999999999,20
10422,5032778,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,45.519709999999996,38
10423,5032780,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),4,194.69296,8
10424,5032784,na,Autos = Adults (18 yrs or older),2,26.86985,14
10425,5032789,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,30.00805,7
10426,5032795,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,12.729275,17
10427,5032796,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),1,17.819375,6
10428,5032808,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),2,35.67341,2
10429,5032821,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),2,12.729275,24
10430,5032906,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),5,117.88123999999999,11
10431,5032914,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,43.552675,17
10432,5032924,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,45.519709999999996,12
10433,5032948,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),6,117.88123999999999,33
10434,5032950,"5 More than $100,000",Autos = Adults (18 yrs or older),3,69.75131999999999,9
10435,5032977,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,29.84405,2
10436,5033002,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),3,87.10535,11
10437,5033029,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),2,26.86985,8
10438,5033047,"5 More than $100,000",Autos = Adults (18 yrs or older),2,6.4315050000000005,10
10439,5033058,"5 More than $100,000",Autos = Adults (18 yrs or older),2,12.014785,14
10440,5033061,"2 $20,000 - $34,999",Autos > Adults (18 yrs or older),2,86.15861,5
10441,5033068,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,21.299995000000003,7
10442,5033082,"5 More than $100,000",Autos > Adults (18 yrs or older),4,36.45082,29
10443,5033112,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,15.004025,10
10444,5033129,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,91.03941999999999,11
10445,5033134,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,32.667975,14
10446,5033164,"5 More than $100,000",Autos = Adults (18 yrs or older),4,27.34093,10
10447,5033205,"5 More than $100,000",Autos = Adults (18 yrs or older),1,15.078829999999998,8
10448,5033220,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),6,58.940619999999996,47
10449,5033297,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,17.819375,9
10450,5033301,"5 More than $100,000",Autos > Adults (18 yrs or older),3,52.31889,10
10451,5033344,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,18.830389999999998,4
10452,5033347,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,30.00805,10
10453,5033359,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,75.22856999999999,7
10454,5033384,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,87.10535,15
10455,5033448,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),5,58.940619999999996,23
10456,5033456,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,53.7397,2
10457,5033518,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,91.03941999999999,12
10458,5033526,"5 More than $100,000",Autos = Adults (18 yrs or older),3,31.266759999999998,8
10459,5033549,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),2,21.299995000000003,12
10460,5033556,"5 More than $100,000",Autos = Adults (18 yrs or older),2,10.06127,7
